,tel,link,descricao
PIZZA HUT,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g303428-d5996348-Reviews-Pizza_Hut-Joao_Pessoa_State_of_Paraiba.html', 'https://m.yelp.com/biz/pizza-hut-jo%C3%A3o-pessoa-2', 'https://www.pizzahut.com/menu/pizza', 'https://www.marketingweek.com/pizza-hut-overhauls-uk-business/', 'https://www.ifood.com.br/delivery/joao-pessoa-pb/pizza-hut---mag-shopping-manaira/2f83a4a5-5d93-4919-9b19-ff7d98af7253', 'https://untappd.com/v/pizza-hut/455570/photos']","['João Pessoa - PB 58036-880. Brazil. Directions. (83) 3246-0080. Call Now. More Info. Menu for Pizza Hut. Known For. Yes. Offers Delivery. Offers Takeout.', ""Browse Pizza Hut's Pizza Menu! Order carryout or delivery online or via the app."", 'Photos at Pizza Hut in João Pessoa, PB on Untappd.']"
EMPORIO ORLANDI,NAO DISPONIBILIZADO,"['https://www.econodata.com.br/consulta-empresa/06272845000112-EMPORIO-GOURMET-COMERCIO-DE-ALIMENTOS-LTDA', 'https://www.turismo2rodas.com/pb/joao-pessoa/guia/emporio-orlandi-06272845000112/', 'https://cnpj.biz/06272845000112', 'https://www.diariocidade.com/pb/joao-pessoa/guia/emporio-orlandi-06272845000112/', 'https://empresasdobrasil.com/empresa/emporio-orlandi-06272845000112', '/search?q=EMPORIO+ORLANDI,+JOAO+PESSOA+-+PB&tbm=isch&source=univ&fir=gvXmNxqz_waAdM%252CBpzQvmbh0Sxg7M%252C_%253BXWZ6JMx_eVeTaM%252CUa50FKUo_O19fM%252C_%253Bc3DXEbUawXrRAM%252CBpzQvmbh0Sxg7M%252C_%253B7_51Z3rN7BkNTM%252CcwSi1v9W-1fU0M%252C_%253BpwQL3PZjbwg0sM%252CBpzQvmbh0Sxg7M%252C_%253BlV7RtN0PrXs1nM%252CcwSi1v9W-1fU0M%252C_%253BXIQUdvPfHQWnKM%252CBpzQvmbh0Sxg7M%252C_%253B7u18L0l2S3GRxM%252CBpzQvmbh0Sxg7M%252C_%253BZxqd9VTzHU2yUM%252CBpzQvmbh0Sxg7M%252C_%253B9tkVUOlcpgyt2M%252CBpzQvmbh0Sxg7M%252C_&usg=AI4_-kSMuTFBTh0oQEhOhK8Zr_qxbD5VKg&sa=X&ved=2ahUKEwjq0rac6pD9AhWMFlkFHfO5Cz0QjJkEegQIMRAC', 'https://www.informecadastral.com.br/cnpj/emporio-gourmet-comercio-de-alimentos-ltda-06272845000112', 'https://casadosdados.com.br/solucao/cnpj/emporio-gourmet-comercio-de-alimentos-ltda-06272845000112', 'https://www.facebook.com/EmporioOrlandi/?locale=pt_BR']","['Consulte o CNPJ da EMPORIO ORLANDI de João Pessoa, PB, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Emporio Orlandi em João Pessoa, Paraíba. Acesse agora e confira ✆ telefones, endereço e horários de atendimento dessa empresa | Turismo2Rodas.', 'Todos os dados da empresa Emporio Orlandi Emporio Gourmet Comercio de Alimentos LTDA com CNPJ 06.272.845/0001-12 - 06272845000112 de João Pessoa/PB. Sócios.', 'A empresa Emporio Orlandi, localizada no bairro Manaira, em João Pessoa-PB foi fundada em 2004. A atividade principal da empresa é Restaurantes e Similares.', 'Dados da empresa EMPORIO ORLANDI - EMPORIO GOURMET COMERCIO DE ALIMENTOS LTDA - EPP - CNPJ ... Cidade João Pessoa. CEP 58.038-100. Telefone: Não disponível\xa0...', 'O CNPJ da empresa Emporio Gourmet Comercio de Alimentos Ltda (Emporio Orlandi) é 06.272.845/0001-12. Com sede em JOAO PESSOA, PB, possui 18 anos,\xa0...', 'EMPORIO GOURMET COMERCIO DE ALIMENTOS LTDA - CNPJ 06272845000112 ... Complemento. CEP. 58038-100. Bairro. MANAIRA. Município. JOAO PESSOA. UF. PB. Telefone.', 'Empório Orlandi · Página · Loja de roupas femininas · Praça Pref. Doutor Alcindo Cardoso de Paiva, Divinolândia, SP, Brazil · +55 19 99712-5785 · eliane.tardelli@\xa0...']"
RESTAURANTE FAISAO DOURASO,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/Restaurant_Review-g303428-d7862931-Reviews-Restaurante_Faisao_Douraso-Joao_Pessoa_State_of_Paraiba.html', 'https://www.tripadvisor.pt/Restaurant_Review-g303428-d7862931-Reviews-Restaurante_Faisao_Douraso-Joao_Pessoa_State_of_Paraiba.html', 'https://restaurantespertodemim.com/e/restaurante-faisao-douraso-begeba/', 'https://cnpj.biz/02853921000122', 'https://www.descubraonline.com/guia/pb/joao-pessoa/restaurante-faisao-douraso-02853921000122/', '/search?q=RESTAURANTE+FAISAO+DOURADO,+JOAO+PESSOA+-+PB&tbm=isch&source=univ&fir=pjlLN4yGRwcnjM%252C0JZRug-wxhFJjM%252C_%253Bta__PkdLAWQNvM%252C7Wlgx5AasD2siM%252C_%253B-SbitGOSKsVTxM%252C7Wlgx5AasD2siM%252C_%253BcU-z-SUZCtnsdM%252CJwvhrXXmHt6snM%252C_%253B66nYtKmhwSlalM%252ClWqcIh9hwb_WlM%252C_%253BzcEUeAS1pGR4aM%252ClWqcIh9hwb_WlM%252C_%253BD0Xj4l-B18xl6M%252CUTapBhpWn-58iM%252C_%253BTrOYOYUnFTFHnM%252CQeZ6_cFkH9HkrM%252C_%253BXZJM5DQhuFmcDM%252CZs7kJh0o3-JBIM%252C_%253BGGu4BaLe06zQHM%252COVACyeN2T_SWGM%252C_&usg=AI4_-kRJbOzGu2hdFv_xbv0nEDMOA3bvuA&sa=X&ved=2ahUKEwi0rLOi6pD9AhXJFVkFHTkYD6UQjJkEegQIFhAC', 'https://transparencia.cc/dados/cnpj/02853921000122-PB-restaurante-faisao-dourado-ltda/', 'https://consultas.plus/lista-de-empresas/paraiba/joao-pessoa/02853921000122-restaurante-faisao-dourado-ltda/']","['Localização e contacto. Avenida Almirante Tamandare 664 Lomba Grande, João Pessoa, Estado de Paraíba 58039-010 Brasil.', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Restaurante Faisao Douraso, para encontrar Restaurantes em Av Almirante Tamandare, Tambaú, João\xa0...', 'Nov 20, 1998 — Restaurante Faisao Douraso Restaurante Faisao Dourado LTDA Avenida Almirante Tamandare 664. Tambau João Pessoa PB 58039-010.', 'Confira abaixo os telefones, endereço e e-mail para contato de Restaurante Faisao Douraso em João Pessoa, Paraíba. ... RESTAURANTE FAISAO DOURADO LTDA com o CNPJ\xa0...', 'A empresa Restaurante Faisao Dourado Ltda, CNPJ 02.853.921/0001-22, de 20/11/1998, está com a situação ATIVA na RFB. Veja todos os Detalhes.', 'A empresa Restaurante Faisao Dourado Ltda, aberta em 20/11/1998, é uma MATRIZ do tipo Sociedade Empresária Limitada que está situada em João Pessoa – PB.']"
RESTAURANTE CALYPSO,+55 800 761 0882,"['https://restaurantguru.com.br/Calypso-Restaurante-Joao-Pessoa', 'https://www.tripadvisor.com.br/ShowUserReviews-g303428-d490863-r633773934-Hotel_Caicara_Joao_Pessoa-Joao_Pessoa_State_of_Paraiba.html', 'https://avaliacoesbrasil.com/restaurante/joao-pessoa/calypso-restaurante/', 'https://pt.foursquare.com/v/calypso-restaurante/51faf565498e1a054f7022b5', 'https://guiafacil.com/site/restaurante-calypso/joao-pessoa/pb/8321080800/', 'https://www.apontador.com.br/local/pb/joao_pessoa/restaurantes/C40572774B513N5132/restaurante_calypso.html', 'https://www.solutudo.com.br/empresas/pb/joao-pessoa/restaurantes/calypso-restaurante-22872043']","['O menu real dos Calypso Restaurante. Preços e opiniões dos visitantes sobre os pratos.', 'Hotel Caiçara João Pessoa: Café da manhã no Calypso Restaurante que pertence ao hotel. - Veja 863 dicas e avaliações dos hóspedes, 343 fotos e encontre\xa0...', '(Restaurante) em João Pessoa (Paraíba). AV. OLINDA, 235 - TAMBAÚ, JOÃO PESSOA - PB, 58039-120, BRASIL. Calypso Restaurante.', '""Açaí, crepes e sanduíches deliciosos!!"" Isabelle D. Isabelle Dantas · Brasil » Paraíba » » João Pessoa »\xa0...', 'RESTAURANTE CALYPSO tem como foco o segmento de Restaurantes em João Pessoa. Você pode localizá-lo em Avenida Olinda, 235 no bairro Tambaú em João Pesso...', '... o endereço, as fotos e as avaliações do Restaurante Calypso especializado em null localizado em Avenida Olinda, 235, 58039-120, Tambaú, João Pessoa, PB.', 'A empresa Calypso Restaurante trabalha na categoria Restaurantes na cidade de João Pessoa, PB na Av. Olinda, Nº 235 - Tamba. Entre em contato via telefone.']"
PARAIBA PALACE RESTAURANTE,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/Restaurant_Review-g303428-d2342555-Reviews-Palace_Grill-Joao_Pessoa_State_of_Paraiba.html', 'https://www.apontador.com.br/local/pb/joao_pessoa/restaurantes/C408911463612S6123/paraiba_palace_restaurante.html', 'https://pt-br.facebook.com/pages/category/Brazilian-Restaurant/Palace-Grill-Restaurante-198605640229947/', 'https://restaurantguru.com.br/Palace-Gourmet-Joao-Pessoa', 'http://palacegrill.com.br/', 'https://www.tripadvisor.co/Hotel_Review-g303428-d6544422-Reviews-Paraiba_Palace_Hotel-Joao_Pessoa_State_of_Paraiba.html', 'http://palacegourmet.com.br/']","['Localização e contato. Av. Pres. Epitácio Pessoa, 5000, João Pessoa, Paraíba 58045-904 Brasil.', 'Paraiba Palace Restaurante. Rua Duque de Caxias, pavimento superior, Centro,João Pessoa - PB, CEP: 58010-000. 0 avaliações ... Bares & Restaurantes\xa0...', 'Palace Grill Restaurante, João Pessoa, Brazil. 137 likes. O Palace Grill é um restaurante self service que serve vários tipos de pratos regionais a...', 'Dec 27, 2022 — Palace Gourmet, #153 entre João Pessoa restaurantes: 812 ... #153 de 5085 restaurantes em João Pessoa ... João Pessoa, Paraíba, Brasil.', 'Todos os dias oferecemos os mais variados pratos da cozinha brasileira, com destaque para o tempero caprichado paraibano. CARDÁPIO\xa0...', 'Restaurante muy barato(al peso), pero muy correcto, personal excelente y sobre todo las vistas, tanto hacia el río Paraiba como hacia Tambau son deliciosas.']"
LG PIZZA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g303428-d5345699-Reviews-Lg_Pizza-Joao_Pessoa_State_of_Paraiba.html', 'https://www.tripadvisor.co.za/Restaurant_Review-g303428-d5345699-Reviews-Lg_Pizza-Joao_Pessoa_State_of_Paraiba.html', 'https://restaurantguru.com.br/Lg-Pizza-Joao-Pessoa', 'https://www.apontador.com.br/local/pb/joao_pessoa/restaurantes/C405478514391U391F/lg_pizza.html', 'https://www.econodata.com.br/consulta-empresa/04939826000171-LG-PIZZA-LTDA', 'https://pizzariaspertodemim.com/e/lg-pizza-qngri/', 'https://www.tripadvisor.co/Restaurant_Review-g303428-d5345699-Reviews-Lg_Pizza-Joao_Pessoa_State_of_Paraiba.html']","['Lg Pizza, Joao Pessoa: See 5 unbiased reviews of Lg Pizza, rated 4.5 of 5 on Tripadvisor and ranked #671 of 1694 restaurants in Joao Pessoa.', 'Lg Pizza, Joao Pessoa: See 5 unbiased reviews of Lg Pizza, rated 4.5 of 5, and one of 1248 Joao Pessoa restaurants on Tripadvisor.', 'Nov 1, 2022 — Lg Pizza, #295 entre João Pessoa pizzarias: 5 avaliações. Encontrar no mapa e ligar para reservar uma mesa.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Lg Pizza especializado em null localizado em Avenida Argemiro de Figueiredo, 58037-030,\xa0...', 'Consulte o CNPJ da LG PIZZA de João Pessoa, PB, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Lg Pizza, para encontrar Pizzarias em Av Argemiro de Figueiredo, Jardim Oceania, João Pessoa - PB\xa0...', 'Todavía no hay suficientes calificaciones sobre comida, servicio, precio o ambiente para Lg Pizza, PB. Sé uno de los primeros en escribir una opinión.']"
PLANET CHINA,NAO DISPONIBILIZADO,"['https://en.tripadvisor.com.hk/Restaurant_Review-g303428-d5341840-Reviews-Planet_China-Joao_Pessoa_State_of_Paraiba.html', 'https://ar.tripadvisor.com/Restaurant_Review-g303428-d5341840-Reviews-Planet_China-Joao_Pessoa_State_of_Paraiba.html', 'https://www.apontador.com.br/local/pb/joao_pessoa/comida_chinesa/C4075135371B3S1B3B/planet_china.html', '/search?q=PLANET+CHINA,+JOAO+PESSOA+-+PB&tbm=isch&source=univ&fir=-BlTGHdQ1lcLBM%252Cab8sqTuC39mgTM%252C_%253BZbdYolLNAOBuOM%252Cab8sqTuC39mgTM%252C_%253BfpqedJe77QCbVM%252Cab8sqTuC39mgTM%252C_%253Bu1CTlqmQEj6SaM%252Cqw7TakaT2RDm5M%252C_%253BaD1Hs6L0111bJM%252CqBxGO0Ie9l9bZM%252C_%253BzVBP7bgnYQRanM%252C7rnBIxe-Rvd_0M%252C_%253BI5dNg0sCaB9MCM%252CqBxGO0Ie9l9bZM%252C_%253Bq-A7tahlz1X2ZM%252C5jMTq8rTNjsIcM%252C_%253BqOCsFc9TJfXvUM%252CqBxGO0Ie9l9bZM%252C_%253BYgxF_WG92GKfLM%252CXBO-4iVSgmlEyM%252C_&usg=AI4_-kT_4eJAJNRU7yxh1NP2WwS1KPLltg&sa=X&ved=2ahUKEwiKuZC66pD9AhX1KlkFHUlYBOMQjJkEegQIFhAC', 'https://www.empresasembrasil.com/restaurantes/393505-restaurante-joao-pessoa-PB.html', 'https://applocal.com.br/empresa/planet-china/joao-pessoa/pb/12427634/telefone', 'https://cidadeurgente.com/pb/joao-pessoa/guia/planet-china-04014468000196/amp/', 'https://restaurantguru.com.br/Planet-China-Joao-Pessoa']","['Planet China, Joao Pessoa: See 3 unbiased reviews of Planet China, rated 3.5 of 5, and one of 1251 Joao Pessoa restaurants on Tripadvisor.', 'لا توجد تقييمات كافية عن الطعام أو الخدمة أو القيمة أو البيئة فيما يتعلق بمطعم \u202aPlanet China\u202c, PB حتى الآن. كن واحدًا من أوائل من يكتبون تعليقًا!', 'Localização. Rua Praca 1817, LOJA A2, Centro, 58013-010, João Pessoa - PB. rota pronta. Faça login para enviar fotos. Lugares para comer\xa0...', 'Planet China - Restaurante no João Pessoa. ... Endereço: Praca 1817 105 Boa Viagem, João Pessoa Paraíba 58013-010. Telefone: Fax: Horários de abertura:\xa0...', 'Ligue ☎ (83)... Planet China em João Pessoa, PB? Aqui você pode visualizar nossos contatos como telefones fixos, celulares, contato via WhatsApp e saber\xa0...', 'Planet China em João Pessoa - PB, Paraíba. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.', 'Dec 18, 2022 — Planet China, #104 entre João Pessoa restaurantes chineses: 3 avaliações. Encontrar no mapa e ligar para reservar uma mesa.']"
SPOLETO,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/Restaurant_Review-g303428-d4444875-Reviews-Spoleto-Joao_Pessoa_State_of_Paraiba.html', 'https://www.facebook.com/spoletojp/?locale=pt_BR', 'https://www.instagram.com/spoletojp/?hl=en', 'https://www.ifood.com.br/delivery/joao-pessoa-pb/spoleto---mag-shopping-manaira/9d8f3f92-2daa-466c-93e9-0fa78de5c86c', 'https://restaurantguru.com.br/Spoleto-Joao-Pessoa-2', 'https://www.magshopping.com.br/loja/spoleto/', '/search?q=SPOLETO,+JOAO+PESSOA+-+PB&tbm=isch&source=univ&fir=w5Jbaf1f7ZKJNM%252CoF4hPlo_0jwIYM%252C_%253BDKDKHqeYacMJ5M%252CwniDgAdRa98sdM%252C_%253Bwfrdoc0MLaP99M%252CoF4hPlo_0jwIYM%252C_%253BQEx70AoLDfQ9YM%252CoF4hPlo_0jwIYM%252C_%253BxFKhD6jJOqP2NM%252CwniDgAdRa98sdM%252C_%253Br51lvR5QT2maGM%252CIC5wrM8N1N9KUM%252C_%253B8d5yCo2tOzc0TM%252CRE4Y2K4M-2AI-M%252C_%253B1feZDpra4N83_M%252CoF4hPlo_0jwIYM%252C_%253Bcj40f6Rt2uQ5yM%252CA3-sE0cDoKNJzM%252C_%253BDuHEXbHEV4It-M%252CoF4hPlo_0jwIYM%252C_&usg=AI4_-kRnfoGYU0fcVVpOMz_n5RAswZzm8Q&sa=X&ved=2ahUKEwiU14XA6pD9AhXdGVkFHaCmB-AQjJkEegQIShAC', 'https://www.solutudo.com.br/empresas/pb/joao-pessoa/restaurantes/spoleto-manaira-shopping-4905069']","['SPOLETO JP | RESTAURANTE. O italiano mais amado do Brasil Unidades em JP - Mag Shopping - Manaíra Shopping - Mangabeira Shopping', 'Spaghetti (espaguete) ao molho de queijos acompanhado de 75g (in natura) de tiras de frango marinadas e finalizado com mix de ervas. R$ 32,90R$ 34\xa0...', 'Jan 12, 2023 — O menu deste restaurante é recomendado para os amantes da culinária. Todos ficam muito satisfeitos com o serviço espetacular.', 'Spoleto. 1° Piso. Compartilhar. Salvar. A liberdade para montar o próprio prato da ... Flávio Ribeiro Coutinho, 115 - Manaíra, João Pessoa - PB, 58037-000\xa0...', 'A empresa Spoleto Manaira Shopping trabalha há mais de 5 anos na categoria Restaurantes na cidade de João Pessoa, PB na Rua Manoel Arruda Cavalcanti,\xa0...']"
ABSTRATO,NAO DISPONIBILIZADO,"['/search?q=ABSTRATO,+JOAO+PESSOA+-+PB&tbm=isch&source=univ&fir=RLFRAy3hHV0kDM%252CX6ER9ELdKfokcM%252C_%253BbYX-gw5PkYoNwM%252C2Pg3HKUNNhB9-M%252C_%253B0UGmW2SfCMcaQM%252C8mtz5-yPYg8ODM%252C_%253B8TFZ-XWh2AMEaM%252CjW7qhJ2qsp1J3M%252C_%253B57OmD6J9NmfUpM%252C2Pg3HKUNNhB9-M%252C_%253BAFhcsmHckIisvM%252C2Pg3HKUNNhB9-M%252C_%253BFcIhJlrJJJpLtM%252CBYa8aKk3_bvsYM%252C_%253B4EUrqvk2E0EgmM%252CHL1VU7jNcWSBRM%252C_%253B-HCeeMWS5gtEkM%252CT3LYyrQJDnYsxM%252C_%253BXk6Dlhg2DSbJyM%252C2Pg3HKUNNhB9-M%252C_&usg=AI4_-kS98qHmhNmPP6eouIGRK8UrF6Dcig&sa=X&ved=2ahUKEwjc1ZHG6pD9AhUwFFkFHXPhC8kQjJkEegQIGBAC', 'https://www.econodata.com.br/consulta-empresa/46589662000140-RAYSSA-VIEIRA-GALVAO-NUNES', 'https://restaurantguru.com.br/Abstrato-Joao-Pessoa/menu', 'https://www.youtube.com/watch?v=zpw0z8eH-i0', 'https://seloficticio.bandcamp.com/album/forr-abstrato', 'https://www.bemcolar.com/quadros-decorativos-joao-pessoa-pb/rating/5/tema/natureza.html', 'https://www.instagram.com/oxentequadros/?hl=en', 'https://br.pinterest.com/pin/233342824421138599/']","['Consulte o CNPJ da LE ABSTRATO de João Pessoa, PB, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'O menu real dos Abstrato restaurante. Preços e opiniões dos visitantes ... Abstrato Cardápio ... #1550 de 5085 restaurantes em João Pessoa. Enviar menu\xa0...', 'Fictício. João Pessoa, Brazil ; credits. released May 17, 2020. Leandro Drummond - Sanfona Matteo Ciacchi - Zabumba Vitor Çó - Triângulo ____. Um disco Fictício', 'Quadros Decorativos João Pessoa - PB - Centenas de modelos exclusivos para você escolher ✓Compre Sem Sair de Casa ✓Entrega Garantida. Confira!', '•João Pessoa/Paraíba • Loja virtual ... Quadro abstrato com tons rose Lindos Quadros decorativas e de excelente qualidade. Nossos quadrinhos são.', 'Parece miragem, mas é real. É a Praia do Seixas, em João Pessoa - PB. Victor Roggerio · Poesia Irônica Natural · Joao Pessoa Pb · Abstrato.']"
PALACE GOURMET,+55 83 3576-0628,"['https://www.tripadvisor.com/Restaurant_Review-g303428-d5356094-Reviews-Palace_Gourmet-Joao_Pessoa_State_of_Paraiba.html', 'https://m.yelp.com/biz/palace-gourmet-jo%C3%A3o-pessoa?page_src=related_bizes', 'https://untappd.com/v/palace-gourmet-restaurante/7295913', 'https://www.tripadvisor.co/Restaurant_Review-g303428-d5356094-Reviews-Palace_Gourmet-Joao_Pessoa_State_of_Paraiba.html', 'https://www.econodata.com.br/consulta-empresa/07613204000147-PALACE-GOURMET-RESTAURENTE-LTDA', 'https://www.guiadoturismobrasil.com/gastronomia/3/restaurante/8/PB/joao-pessoa/978/palace-gourmet-restaurante/35146', '/search?q=PALACE+GOURMET,+JOAO+PESSOA+-+PB&tbm=isch&source=univ&fir=sLbe40WJe_pRJM%252CRrpOYQltZFhk7M%252C_%253BOSFbJpnTiGJytM%252CPzVck7AQ9R8nqM%252C_%253BAdAljwb9SglpqM%252CKhFwwVTL4MXv3M%252C_%253BqyMaBYfMyf7-FM%252CPzVck7AQ9R8nqM%252C_%253BCMUcLoRquesoaM%252CKhFwwVTL4MXv3M%252C_%253BjNggUslS4qGGeM%252CuxyCBx8Y4B3HHM%252C_%253BHZEOxP_4Oq7XAM%252CKhFwwVTL4MXv3M%252C_%253BFtDS0AuPCSnHpM%252CIyJdVUJVdadIhM%252C_%253BF0XEbt5jXYFRyM%252CKhFwwVTL4MXv3M%252C_%253ByPGJ_f-BHgmhhM%252CIyJdVUJVdadIhM%252C_&usg=AI4_-kQ6T4WKq4_zO_M_hxb2SLDyVdGrzw&sa=X&ved=2ahUKEwiTseHM6pD9AhUCFFkFHe84A58QjJkEegQINxAC', 'https://www.solutudo.com.br/empresas/pb/joao-pessoa/restaurantes/palace-gourmet-4860793', 'https://www.instagram.com/restaurantepalacegourmet/?hl=en']","['Av. Almirante Tamandaré 310. João Pessoa - PB 58039-010. Brazil. Directions ; (83) 3226-5106. Call Now ; More Info. Menu for Palace Gourmet.', ""Find out what's popular at Palace Gourmet Restaurante in João Pessoa, PB in real-time and see activity."", 'Palace Gourmet, João Pessoa: Consulta 129 opiniones sobre Palace Gourmet con ... Avenida Almirante Tamandare 310 St Oeste, João Pessoa, Estado de Paraiba\xa0...', 'Encontre mais empresas parecidas com esta ; 48.220.528/0001-00. PENHADOCERIA. (MARIA DA PENHA DA CONCEICAO). 58.085-350. Avenida Silva Mariz, 737 - Cruz das\xa0...', 'João Pessoa/PB - Palace Gourmet Restaurante. (83) 3576-0629. Av:Alm.Tamandaré,310 - Tambaú - CEP:58039-010. João Pessoa / PB.', 'A empresa Palace Gourmet trabalha há mais de 17 anos na categoria Restaurantes na cidade de João Pessoa, PB na Avenida Almirante Tamandare, Nº 310 - Loja 01\xa0...', 'O melhor da culinária regional de João Pessoa! (83) 9186-5816 | (83) 3576-0628 10h às 15h | 17h às 21h. CARDÁPIO. 69 posts. 560 followers.']"
BESSA BRASIL,NAO DISPONIBILIZADO,"['https://www.facebook.com/bessabrasilbarerestaurante/', 'https://pt-br.facebook.com/bessabrasilbarerestaurante/', 'https://www.tripadvisor.com.br/Restaurant_Review-g303428-d7395126-Reviews-Bessa_Brasil-Joao_Pessoa_State_of_Paraiba.html', 'https://www.tripadvisor.com/Restaurant_Review-g303428-d7395126-Reviews-Bessa_Brasil-Joao_Pessoa_State_of_Paraiba.html', 'https://www.ifood.com.br/delivery/joao-pessoa-pb/bessa-brasil-bessa/9856b0a6-d9f1-485f-8782-f783e3df12d4', 'https://restaurantguru.com.br/Bessa-Brasil-Joao-Pessoa', 'https://www.yelp.com/biz/bessa-grill-jo%C3%A3o-pessoa', 'https://www.instagram.com/bessagrilljp/?hl=en']","['Página · Restaurante · Avenida Artur Monteiro Paiva 1320, João Pessoa, PB, Brazil · +55 83 3245-3742 · bessagrill.com · Aberto agora · Classificação · 3,7 (1.336\xa0...', 'Bessa Brasil, João Pessoa: Veja 68 dicas e avaliações imparciais de Bessa ... Rua Artur Monteiro Paiva 1320, João Pessoa, Paraíba 58035-010 Brasil +55 83\xa0...', 'Bessa Brasil, Joao Pessoa: See 68 unbiased reviews of Bessa Brasil, ... Rua Artur Monteiro Paiva 1320, Joao Pessoa, State of Paraiba 58035-010 Brazil +55 83\xa0...', 'Bessa Brasil agora está no iFood, faça agora seu pedido e tenha a melhor experiência em comida. Temos variedades no cardápio e com certeza você irá amar,\xa0...', '6 days ago — Bessa Brasil, #185 entre João Pessoa restaurantes: 3172 avaliações e 21 fotos detalhadas. Encontrar no mapa e ligar para reservar uma mesa.', 'Recommended Reviews - Bessa Grill · Map · Rua Artur Monteiro Paiva 1190. João Pessoa - PB 58035-010. Brazil. Directions · (83) 3245-3502. Call Now · More Info. Menu\xa0...', 'João Pessoa/PB | Info. (83) 98880-2799 | Restaurante aberto todos os dias das 11h às 00h. DELIVERY de SEG à SEX pelo WhatsApp (83)99363-4623.']"
ALL MARE,+55 83 98209-0475,"['https://ecomconstrucoes.com.br/imovel-jardins-al-mare/', '/search?q=AL+MARE,+JOAO+PESSOA+-+PB&tbm=isch&source=univ&fir=PZ8vAnac8MWVxM%252Ca_7UTBC2mKA2pM%252C_%253BGxzGZH6HDz2twM%252CsKEhRCh3al7SzM%252C_%253BmpoGRrbipVeOaM%252Cfvj2ebHbUaNp-M%252C_%253BAwVr-eLBDrqFhM%252Ca_7UTBC2mKA2pM%252C_%253BHSEzW4Du3YJyFM%252CP3lN4QdcvhfK0M%252C_%253BjawCiQTuTVjHkM%252Ca_7UTBC2mKA2pM%252C_%253BqHRd3B4qLovECM%252Cl6kxoc99TDEkRM%252C_%253BB6tXsLJ1ed2asM%252Cg8h9MtQ8RjNt9M%252C_%253BPeK4MkfrEDHTCM%252CP3lN4QdcvhfK0M%252C_%253BZ0SkSYbzsLX0SM%252Cg8h9MtQ8RjNt9M%252C_&usg=AI4_-kQ3lyGnyn6i2tZyryqwFKsyu8fNBw&sa=X&ved=2ahUKEwi55IXZ6pD9AhWEF1kFHSj_BRIQjJkEegQIExAC', 'https://m.facebook.com/almareconstrutora/', 'https://www.jfrancacorretor.com.br/lancamento/imovel-novo+apartamento+1-2-3quartos+cabo-branco+joao-pessoa+pb+de19,8ate140m2/ID-141', 'https://www.teixeiradecarvalho.com.br/lancamentos/joao-pessoa/cabo-branco/jardins-al-mare/2500', 'https://construtoraalmare.com.br/', 'https://foursquare.com/v/reveillon-al-mare/52c3dafa498ed5d7e9ff52eb/photos', 'https://execut.com.br/en/imoveis/jardins-al-mare-cabo-branco-joao-pessoa-pb/3851', 'https://www.pinterest.com/pin/352547477090195906/']","['Al Mare Construtora e. Incorporadora · Page · Construction Company · Av. Governador Argemiro de Figueiredo, 2941 , João Pessoa, PB, Brazil · +55 83 99192-9062.', 'A Al Mare Construtora e Incorporadora nasceu em 2019, ... Argemiro de Figueiredo, 2941 - sala - Jardim Oceania, João Pessoa - PB, 58037-030. © 2022 Almare.', 'See all photos taken at Reveillon Al Mare by 4 visitors.', 'City João Pessoa. Neighborhood Cabo Branco. Code 108. Views 4501. I want this property Talk to broker. Jardins Al Mare mixes quality and modernity.', '29/mai/2021 - O Jardins Al Mare é o lançamento da ECOM Construções à beira-mar do Cabo Branco, em João Pessoa/PB. Quer saber mais?! Entre em Contato Conosco\xa0...']"
